id	signatuur	aantal_teksten	datering
TDRA000000006453	MÜNCHEN, BSB : Cgm 84	11	
TDRA000000011891	Olim SOTHEBY'S (Londen) : Cat. 1984-12-11, nr.18	1	1440/1460
TDRA000000011649	AALST, SA : Kerkarchief van O.L.V.-Onbevlekt-Ontvangen	2	1480/15??
TDRA000000014056	TRIER, BA : s.o.	1	14??
TDRA000000006334	Olim LEUVEN, UB : D 382 (verloren)	1	1500/1525
TDRA000000003258	'S-GRAVENHAGE, KB : 76 G 21	1	1450/1475
TDRA000000005629	HAARLEM, TM : 76	14	1430
TDRA000000012433	ORANGE, SMA : s.o.	1	14??
TDRA000000014042	BERLIJN, SBB-PK : Lat. Oct. 271	1	15??
TDRA000000010224	LIVERPOOL, UL : 12039	1	1425/1475
TDRA000000007980	BRUSSEL, KB : IV 1138	1	
TDRA000000001329	LEIDEN, UB : LTK 297	8	1426
TDRA000000005167	UTRECHT, MCC : BMH 165	8	14??
TDRA000000008443	Olim SOTHEBY'S (Londen) : Cat. 1971-12-06, nr.28	1	1450
TDRA000000011112	BRUGGE, SB : 320	1	14??/15??
TDRA000000003270	'S-GRAVENHAGE, KB : 131 G 8	1	1480
TDRA000000014718	Olim ELLIS (Londen) : 3	1	1510
TDRA000000003264	'S-GRAVENHAGE, KB : 133 E 14	1	
TDRA000000007764	CAMBRIDGE, HUL : Dutch 13	48	1428
TDRA000000004286	CAMBRIDGE, FM : 6 G 15	1	1500
TDRA000000013922	Olim VAN DER LINDE : Cat. 1864, nr. 231	1	1454
TDRA000000002191	SINT-PETERSBURG, BAN : O 257	10	1325/1350
TDRA000000010754	BALTIMORE, WAG : W. 88	1	1300/1310
TDRA000000004721	DARMSTADT, HLHB : 1909	4	1490
TDRA000000002436	WENEN, ONB : Series Nova 12869	30	1450
TDRA000000006650	BRUSSEL, KB : 11035-37	1	1451
TDRA000000004053	BRUSSEL, KB : II 1725	2	15??
TDRA000000002344	WENEN, ONB : 13655	73	1475/1500
TDRA000000000553	ROTTERDAM, GB : 96 E 5	11	1425/1450
TDRA000000010740	BLOOMINGTON, IU : Ricketts 125	1	14??
TDRA000000003072	BERLIJN, SBB-PK : Theol. Lat. Qu. 250	1	1450
TDRA000000012619	Olim WILMERDING (New York) : 2	1	1470
TDRA000000003700	BRUSSEL, KB : 3084	11	15??
TDRA000000005371	MÜNCHEN, BSB : Cgm 115	9	1460/1475
TDRA000000005417	STRAATSBURG, BNU : 73	1	1425
TDRA000000004709	DARMSTADT, HLHB : 1964	38	1475
TDRA000000000584	ROTTERDAM, GB : 96 G 3	9	1475/1500
TDRA000000010797	PARTICULIERE COLLECTIE (Duitsland) : z.s.	1	1430/1440
TDRA000000004090	BRUSSEL, KB : II 2921	9	14??
TDRA000000001856	BRUSSEL, KB : IV 937	8	15??
TDRA000000008696	LONDEN, ORATORY : 12547	8	14??
TDRA000000012037	Olim FALKNER (Durham) : Cat. 1932-12-12/14, nr.214A	1	14??
TDRA000000015758	Olim NIEUWENHUYZEN : Cat. 1861, nr. 12	1	
TDRA000000012751	RÖHSSKA MUSEET (Göteborg) : 2-3/15	1	1500/1525
TDRA000000010146	OXFORD, SC : 2	1	1425/1475
TDRA000000008709	LONDEN, JSM : 8	8	14??
TDRA000000006724	MADRID, BPR : s.o.	1	14??
TDRA000000010152	OXFORD, MC : 252	1	1450/1475
TDRA000000006730	KRAUS (New York) : Cat. 159/1981, nr. 13	1	
TDRA000000009365	DOWAAI, BM : 194	1	1500/1550
TDRA000000010634	WENEN, ONB : 1862	1	1500
TDRA000000004669	NEW YORK, PML : M. 866	1	1415/1450
TDRA000000015764	SINT-PETERSBURG, BSS : s.o	1	
TDRA000000008053	WENEN, ONB : 1897	1	1503/1513
TDRA000000000369	NIJMEGEN, UB : 320	4	1450/1475
TDRA000000007406	STRÄNGNÄS, SB : Codex Batavum z.s.	8	1450/1500
TDRA000000015002	MEERSBURG, DM : Hülshoff 3	1	1540
TDRA000000015016	SINT-PETERSBURG, BSS : Goll. O.I, 6	1	1480
TDRA000000003674	BRUSSEL, KB : 2951	7	15??
TDRA000000016279	DEVENTER, SAB : 2000 D 18 KL	1	1485/1490
TDRA000000008047	POSTEL, NORBERTIJNEN : P IV 1	2	1444
TDRA000000004696	BALTIMORE, WAG : W. 439	1	1480/1490
TDRA000000006081	BRUSSEL, KB : 11060-61	1	1400
TDRA000000000396	'S-GRAVENHAGE, MM : 10 F 14	2	1490
TDRA000000010185	PARIJS, MC : 1264	1	
TDRA000000013498	Olim DENIE (Antwerpen) : Cat. 1951 nr. 164	1	14??
TDRA000000002595	'S-GRAVENHAGE, KB : 133 M 131	1	1420/1425
TDRA000000008906	MARIEMONT, MRM : 12614	1	1482
TDRA000000010191	Olim ALTDORF, UB : TREW	4	
TDRA000000010807	PARTICULIERE COLLECTIE (Duitsland) : z.s.	1	1475/1480
TDRA000000004866	DARMSTADT, HLHB : 1093	8	1480
TDRA000000006526	WENEN, ONB : 1857	1	1475/1479
TDRA000000012235	STUTTGART, WLB : Brev. 3	1	1450/1500
TDRA000000005991	SMITH (Karlshamm) : 2	10	1500
TDRA000000014136	Olim DE VRIES (Amsterdam) : 6 (BNM)	1	1450/1500
TDRA000000002754	'S-HEERENBERG, HB : 20	1	1485
TDRA000000008251	'S-GRAVENHAGE, MM : 10 F 13	1	1479
TDRA000000005775	PARTICULIERE COLLECTIE (anoniem) : z.s.	3	1511
TDRA000000003304	'S-GRAVENHAGE, KB : 131 H 25	1	1425/1475
TDRA000000003310	'S-GRAVENHAGE, KB : 131 G 3	7	1430
TDRA000000007610	BRECHIN, DL : 2	1	1425/1475
TDRA000000013856	Olim TRAU (Wenen) : Cat. 1905 nr. 39	1	14??
TDRA000000016090	ANTWERPEN, MPM : M. 336	3	15??
TDRA000000005952	'S-GRAVENHAGE, KB : 135 E 36	2	1425/1440
TDRA000000010393	TRIER, BA : s.o.	2	14??
TDRA000000007837	EDINBURGH, MEC : s.o.	1	1475/1525
TDRA000000004484	LONDEN, BL : Add. 11432	7	14??
TDRA000000005956	LINKÖPING, SB : T 216	5	1500
TDRA000000011923	CHICAGO, NL : 56.1	1	1425/1475
TDRA000000007827	EDINBURGH, NLS : Nat. Galleries 7129	1	1425/1475
TDRA000000009822	WENEN, ONB : 1859	1	1516/1519
TDRA000000008282	USHAW, SCC : 10	1	1408
TDRA000000008296	HEIDELBERG, UB : Trübner 143	3	1470
TDRA000000005981	CAMBRIDGE, FM : 6 G 12	3	1470/1480
TDRA000000003328	'S-GRAVENHAGE, KB : 130 E 5	1	1480/1490
TDRA000000002036	BOEDAPEST, OSK : Holl. 6	31	1505
TDRA000000009177	Olim TENNER (Heidelberg) : Cat. 130 nr. 448	1	1300/1310
TDRA000000008269	LONDEN, VAM : 6506: 58	2	
TDRA000000005995	LONDEN, VAM : Reid 33	3	
TDRA000000002022	LEIDEN, UB : BPL 3055	16	1520
TDRA000000014898	LUIK, UB : Wittert 15	1	14??
TDRA000000002744	'S-HEERENBERG, HB : 4	7	1470/1490
TDRA000000013891	ANTWERPEN, SB : B 417	1	13??
TDRA000000006522	WENEN, ONB : 2005	1	
TDRA000000015210	ARMAGH, PL : z.s.	1	14??/15??
TDRA000000011710	BETHLEHEM, UL : 23450	1	1450/1500
TDRA000000003314	'S-GRAVENHAGE, KB : 131 H 11	1	1450/1500
TDRA000000003300	'S-GRAVENHAGE, KB : 76 G 23	2	1435
TDRA000000005017	KEULEN, HA : W 18	1	
TDRA000000004309	CAMBRIDGE, FM : McClean 92	2	14??
TDRA000000015953	Olim KOCKX (Antwerpen) : Cat. 1878, nr. 141	1	14??
TDRA000000004686	BALTIMORE, WAG : W. 168	1	1435/1460
TDRA000000016282	MULDER (Linden) : Hs. 2	1	1500
TDRA000000006091	MÜNSTER, UB : N.R. 5502	1	1503/1525
TDRA000000002591	'S-GRAVENHAGE, KB : 133 M 124	1	1485/1490
TDRA000000004692	BALTIMORE, WAG : W. 192	1	14??
TDRA000000010803	PARTICULIERE COLLECTIE (Duitsland) : z.s.	1	1460/1470
TDRA000000008094	HAMBURG, SUB : Conv. 8	1	
TDRA000000012027	COLOGNY-GENEVE, BB : 180	1	14??
TDRA000000015748	Olim DE COUSSEMAKER : olim 5	1	
TDRA000000014456	ANHOLT, FSSB : 11	1	14??
TDRA000000012741	SIMON (Göteborg) : z.s.	1	1450/1475
TDRA000000010156	OXFORD, NC : 323	1	1500/1525
TDRA000000006720	Olim SOTHEBY'S (Londen) : Cat. 1952-05-17/18, nr. 189	1	
TDRA000000009413	ABERDEEN, UL : 25	1	1400/1425
TDRA000000002546	WARSCHAU, BN : I 3779	11	1440
TDRA000000005229	'S-GRAVENHAGE, KB : 131 H 23	1	1466
TDRA000000012033	BOEDAPEST, ADW : K. 536	2	1450/1500
TDRA000000004651	BREMEN, SUB : C 27	6	
TDRA000000001729	BRUSSEL, KB : IV 236	10	14??
TDRA000000006046	'S-GRAVENHAGE, KB : 169 G 57 (Campbell 833)	1	1484/1490
TDRA000000013477	TOLEDO, MA : 26	1	14??
TDRA000000005215	FRANKFURT, SUB : Germ. Oct. 33	8	1475/1500
TDRA000000011260	CAMBRIDGE, FM : 3-1954	1	
TDRA000000008057	BRUSSEL, KB : IV 1085	36	1440
TDRA000000004094	BRUSSEL, KB : II 2946	16	1550/1600
TDRA000000010793	PARTICULIERE COLLECTIE (Duitsland) : z.s.	1	1420/1430
TDRA000000006873	PARIJS, ML : Cabinet des dessins Inv. M. I. 1091	1	
TDRA000000006126	MÜNSTER, UB : 779	12	1410
TDRA000000000557	ROTTERDAM, GB : 96 E 17	1	1450/1500
TDRA000000010744	BLOOMINGTON, IU : Ricketts 134	1	1500
TDRA000000004731	DARMSTADT, HLHB : 1936	17	1509/1510
TDRA000000013259	AMSTERDAM, MA : 454	1	1480
TDRA000000004725	DARMSTADT, HLHB : 1834	20	1490
TDRA000000009229	OXFORD, BL : Ashmole 1291	3	1430
TDRA000000008137	KASSEL, UB-LMB : Math. et art. 50	1	1500/1550
TDRA000000010778	BALTIMORE, WAG : W. 427	1	1500
TDRA000000007204	BRUSSEL, KB : II 7605	1	
TDRA000000015166	NEW HAVEN, YUBL : Marston 120	1	1500
TDRA000000007576	AVERBODE, NA : 8 (BNM)	18	15??
TDRA000000000219	GENT, UB : 1415	5	15??
TDRA000000004719	DARMSTADT, HLHB : 982	6	1480
TDRA000000013265	EDINBURGH, NLS : Adv. 18 7 11	1	14??
TDRA000000006495	UTRECHT, UB : 15 C 6	1	1480/1490
TDRA000000007953	GLASGOW, UL : Gen. 482	1	1425/1475
TDRA000000013926	Olim VAN DER LINDE : Cat. 1864, nr. 237	1	14??
TDRA000000002803	LEEUWARDEN, PBF : 690 Hs.	20	1450/1475
TDRA000000014913	Olim WHITNEY-HOFF (Peyrieu) : 4	1	1450/1500
TDRA000000009942	USHAW, SCC : 11	1	1450/1500
TDRA000000010220	LIVERPOOL, UL : 12009	1	1400/1450
TDRA000000004255	CAMBRIDGE, FM : 6 G 6	1	1470
TDRA000000002624	'S-GRAVENHAGE, KB : 135 F 4	1	1475/1500
TDRA000000004533	LONDEN, BL : Burney 338	6	1475/1500
TDRA000000001339	LEIDEN, UB : LTK 307	2	
TDRA000000004269	WEERT, GM : CMW 12	1	1460/1480
TDRA000000008335	SYRACUSE, BL : Smith 36	1	1450/1475
TDRA000000001477	LEIDEN, UB : LTK 1666	6	14??
TDRA000000005611	ANTWERPEN, MMB : 301	1	1475/1500
TDRA000000003260	'S-GRAVENHAGE, KB : 76 G 22	1	
TDRA000000011116	BRUGGE, SB : 329	1	14??
TDRA000000003512	'S-GRAVENHAGE, KB : 73 F 23	24	1460/1470
TDRA000000005163	UTRECHT, MCC : BMH 161	4	1450/1500
TDRA000000003275	'S-GRAVENHAGE, KB : 128 G 34	1	1500/1525
TDRA000000005162	UTRECHT, MCC : BMH 160	1	
TDRA000000015371	NEW YORK, PML : 491	1	1533
TDRA000000010209	LEICESTER, UL : 15	1	1400/1425
TDRA000000007775	CARDIFF, CL : 1371	1	1425/1475
TDRA000000011117	BRUGGE, SB : 330	1	14??
TDRA000000004268	CAMBRIDGE, FM : 6 G 14	1	1470/1480
TDRA000000004526	LONDEN, BL : Harley 3828	8	1450/1500
TDRA000000010235	VENETIE, BC : V, 7	1	1450/1500
TDRA000000004240	CAMBRIDGE, UL : Add. 2877	1	
TDRA000000012436	BRYN MAWR, BMC : z.s.	1	1450/1500
TDRA000000010221	LIVERPOOL, UL : 12020	1	1450/1500
TDRA000000004532	LONDEN, BL : Burney 337	3	1425/1475
TDRA000000014912	Olim WHITNEY-HOFF (Peyrieu) : 5	1	1475/1500
TDRA000000009943	USHAW, SCC : 12	1	1400/1450
TDRA000000013927	Olim VAN DER LINDE : Cat. 1864, nr. 238	1	14??
TDRA000000007952	GLASGOW, UL : Gen. 2	2	1440/1460
TDRA000000006494	AVERBODE, NA : Sectie IV, nr.317	25	14??
TDRA000000013264	EDINBURGH, NLS : Adv. 18 6 18	1	14??
TDRA000000008136	STOCKHOLM, KB : A 227	1	1500/1525
TDRA000000010779	BALTIMORE, WAG : W. 428	1	1500
TDRA000000003063	BERLIJN, SBB-PK : Germ. Oct. 588	10	1450/1475
TDRA000000013270	LONDEN, BL : Add. 11865	1	14??
TDRA000000005374	MÜNCHEN, BSB : Cgm 135	14	1410/1420
TDRA000000004724	DARMSTADT, HLHB : 992	9	1496/1497
TDRA000000004730	DARMSTADT, HLHB : 1932	4	1490
TDRA000000010745	BLOOMINGTON, IU : Ricketts 150	1	1400/1425
TDRA000000000556	ROTTERDAM, GB : 96 G 12	7	1415/1430
TDRA000000009214	LOS ANGELES, PGM : Ludwig IX 8	1	1460
TDRA000000006127	MÜNSTER, UB : 775	1	1530
TDRA000000005348	WOLFENBÜTTEL, HAB : 1200 Helmst.	1	
TDRA000000015832	Olim KONING (Amsterdam) : Cat. 1828, nr. 120	1	1500
TDRA000000010792	PARTICULIERE COLLECTIE (Duitsland) : z.s.	1	1430
TDRA000000013476	TOLEDO, MA : 24	1	14??
TDRA000000005200	FRANKFURT, MKH : Linelsammlung LM 21	1	1475/1500
TDRA000000003671	BRUSSEL, KB : 2883	6	14??
TDRA000000006709	CARPENTRAS, BC : 78	1	
TDRA000000003881	BRUSSEL, KB : 15085	12	14??
TDRA000000012754	KOPENHAGEN, KB : GKS 1607 Qu.	1	1500/1525
TDRA000000009412	CAMBRIDGE, FM : 144	1	1490/1500
TDRA000000006721	LONDEN, VAM : Salting 1221	1	
TDRA000000009374	BRUSSEL, KB : IV 1239	12	1450/1500
TDRA000000015985	Olim SOTHEBY'S (Londen) : Cat. 1949-05-09, nr.297	1	
TDRA000000004644	KOPENHAGEN, UB : AM 416 Duod.	1	
TDRA000000014457	Olim HARPER (New York) : Cat. 10 (196X), nr. 2	1	1420/1430
TDRA000000000344	NIJMEGEN, UB : 243	2	
TDRA000000010802	PARTICULIERE COLLECTIE (Duitsland) : z.s.	1	1450/1460
TDRA000000008081	LEIDEN, UB : LTK 2074	3	1490/1500
TDRA000000000393	'S-GRAVENHAGE, MM : 10 F 15	4	1510
TDRA000000003842	BRUSSEL, KB : 11798	16	1500
TDRA000000004693	OSNABRÜCK, NSA : Dep 58 d Nr. C X	1	1475/1500
TDRA000000014494	LUIK, UB : Wittert 22	1	15??
TDRA000000002590	ANTWERPEN, MPM : M. 14.8	1	14??
TDRA000000004308	CAMBRIDGE, FM : McClean 91	3	1439
TDRA000000005016	KEULEN, HA : W 5	1	
TDRA000000005764	ROTTERDAM, AVS : 1	1	1552
TDRA000000015577	DUBLIN, CBL : W. 77	1	1325/1375
TDRA000000003315	'S-GRAVENHAGE, KB : 133 E 22	9	1450/1475
TDRA000000005994	Olim ELLIS (Londen) : 2	20	1480
TDRA000000004452	OXFORD, BL : Marshall 119	4	1475
TDRA000000008268	HEIDELBERG, UB : Trübner 131	4	1490
TDRA000000006523	WENEN, ONB : 2003	1	
TDRA000000014127	AMSTERDAM, SK : H h 154	1	1425/1475
TDRA000000009162	BALTIMORE, WAG : W. 37	1	1300/1310
TDRA000000003329	'S-GRAVENHAGE, KB : 133 H 30	3	1478
TDRA000000005980	BURGSTEINFURT, FBS : B 41	16	1480
TDRA000000008283	GÖTTINGEN, NSUB : Theol. 242f	3	
TDRA000000011922	LEIDEN, UB : BPL 3206	1	1400/1450
TDRA000000004491	OXFORD, BL : Douce 243	3	14??
TDRA000000013853	Olim TRAU (Wenen) : Cat. 1905 nr. 28	1	1475/1500
TDRA000000007826	EDINBURGH, NLS : Nat. Galleries 7128	4	1400/1450
TDRA000000007832	EDINBURGH, NLS : Nat. Galleries 7135	3	1440/1460
TDRA000000011936	Olim HARTUNG & KARL (München) : Cat. 55, nr.11	1	1546
TDRA000000004493	LONDEN, BL : Harley 914	12	1460/1480
TDRA000000011920	Olim VAN GENDT (Amsterdam) : Cat. 1985-06-12/14, nr.1433	1	1480
TDRA000000005799	PARIJS, BA : 8221	15	1500/1550
TDRA000000004487	OXFORD, BL : Clarke 30	1	14??
TDRA000000007830	EDINBURGH, NLS : Nat. Galleries 7133	1	1425/1475
TDRA000000007818	BRUSSEL, KB : IV 480	1	1500
TDRA000000011908	Olim SOTHEBY'S (Londen) : Cat. 1971-12-06, nr.44	1	1500/1525
TDRA000000002747	'S-HEERENBERG, HB : 7	14	1480
TDRA000000010343	EDINGEN, CAPUCIJNEN : z.s.	1	1475/1500
TDRA000000006521	WENEN, ONB : Series Nova 13243	1	1460/1470
TDRA000000005996	LONDEN, VAM : Reid 35	5	
TDRA000000005982	EDINBURGH, UL : 46	11	1500
TDRA000000002035	BOEDAPEST, OSK : Holl. 5	10	1515
TDRA000000011049	BALTIMORE, WAG : W. 429	1	1500
TDRA000000002753	'S-HEERENBERG, HB : 19	20	1470
TDRA000000007603	BOSTON, PL : q. Med. 33	30	1470/1480
TDRA000000003303	'S-GRAVENHAGE, KB : 133 E 16	1	
TDRA000000009148	LOPPEM, BSJC : 85	7	1428
TDRA000000004478	OXFORD, BL : Canonici Liturg. 217	5	1475/1500
TDRA000000003317	'S-GRAVENHAGE, KB : 76 G 25	1	1475/1500
TDRA000000007617	BRUGGE, GS : 383	9	1433/1435
TDRA000000004691	BALTIMORE, WAG : W. 166	1	1420/1430
TDRA000000015944	Olim DE MEYER (Gent) : Cat. 1869, nr. 59	1	
TDRA000000002586	ANTWERPEN, MPM : M. 14.12	22	1490
TDRA000000003840	BRUSSEL, KB : 11796	9	1475/1500
TDRA000000003698	BRUSSEL, KB : 3067-73	36	1350/1400
TDRA000000010182	EDINBURGH, NLS : Nat. Galleries 7123	1	1250/1300
TDRA000000002592	'S-GRAVENHAGE, KB : 75 A 2 (4)	1	1570/1580
TDRA000000014496	VAN DER LINDEN (Brussel) : 2 (BNM)	1	1530
TDRA000000004685	BALTIMORE, WAG : W. 165	1	1440/1450
TDRA000000015978	Olim KOCKX (Antwerpen) : Cat. 1876, nr. 113	1	14??
TDRA000000010800	PARTICULIERE COLLECTIE (Duitsland) : z.s.	1	1466
TDRA000000008929	DUNEDIN, KC : 118	1	1425/1450
TDRA000000008083	LONDEN, VAM : KRP A 25	2	
TDRA000000012030	Olim ANDRIEUX (Parijs) : Cat. 1932-11-19 nr. II	1	1425/1475
TDRA000000004652	BREMEN, SUB : C 55	1	1425/1475
TDRA000000006045	Olim JALING (Utrecht) : z.s.	13	1520
TDRA000000006723	MADRID, BN : 25-2	1	
TDRA000000004134	BRUSSEL, KB : II 7556	15	1425/1430
TDRA000000012742	KOPENHAGEN, KB : NKS 27c Oct.	1	1450/1500
TDRA000000009404	BALTIMORE, WAG : W. 271	1	1430/1440
TDRA000000002237	AMSTERDAM, UB : I G 29	5	1400/1450
TDRA000000015993	BRUSSEL, KB : 10389	1	1500/1525
TDRA000000008054	WIEGERSMA (Deurne) : z.s.	5	
TDRA000000007415	LEIDEN, UB : LTK 2290	29	1480
TDRA000000010169	JERUZALEM, JNUL : Var. 503	1	1400/1450
TDRA000000005202	FRANKFURT, MKH : Linelsammlung LM 38	1	1500/1525
TDRA000000005564	HAMBURG, SUB : Theol. 1576	26	1500/1519
TDRA000000010790	BALTIMORE, WAG : W. 425	1	1520/1530
TDRA000000013299	OLDENBURG, LB : Cim. I 77	1	14??
TDRA000000015818	AUSTIN, UT : 6	1	1475/1500
TDRA000000004726	DARMSTADT, HLHB : 193	22	1490
TDRA000000010753	BALTIMORE, WAG : W. 85	1	1300
TDRA000000004054	BRUSSEL, KB : II 1728	5	15??
TDRA000000008108	LOUVAIN-LA-NEUVE, AU : A 32	9	14??
TDRA000000004732	DARMSTADT, HLHB : 189	15	1500
TDRA000000007213	ROUEN, BM : 192	1	1465
TDRA000000013266	EDINBURGH, NLS : Adv. 18 7 12	1	14??
TDRA000000009558	AMSTERDAM, BPH : BPH 185	1	1490
TDRA000000008652	NEW YORK, PML : M. 439	1	1420/1430
TDRA000000005376	MÜNCHEN, BSB : Cgm 160	9	1475/1500
TDRA000000013514	BRUSSEL, KB : 4643	1	13??
TDRA000000003061	BERLIJN, SBB-PK : Germ. Oct. 564	1	
TDRA000000000568	ROTTERDAM, GB : 96 E 19	11	1540
TDRA000000007950	GLASGOW, ML : 308858	1	
TDRA000000013925	Olim VAN DER LINDE : Cat. 1864, nr. 235	1	14??
TDRA000000004281	CAMBRIDGE, FM : 6 G 13	1	1480
TDRA000000003288	'S-GRAVENHAGE, KB : 133 E 20	1	1450/1500
TDRA000000013919	Olim VAN DER LINDE : Cat. 1864, nr. 228	1	14??
TDRA000000009941	OXFORD, JC : 32	1	1400/1415
TDRA000000009955	YORK, MINSTER : XVI.O.24	1	1400/1450
TDRA000000006455	WENEN, ONB : 2734	6	1487
TDRA000000010237	MANCHESTER, JRL : Latin 469	1	1400/1425
TDRA000000011897	Olim ABBEY (Londen) : 5625	1	1410/1420
TDRA000000006333	Olim LEUVEN, UB : D 381 (verloren)	1	1475/1500
TDRA000000009000	Olim WARSCHAU, BN : Petersburg, 5.2.104 (verloren)	1	1450/1500
TDRA000000014737	Olim QUARITCH (Londen) : Cat. 699 nr. 75	1	14??
TDRA000000007039	PARIJS, BN : Lat. 10538	1	
TDRA000000011883	NEW YORK, PML : M. 357	1	1425/1450
TDRA000000009014	GOOSSENS (Tilburg) : z.s.	1	14??
TDRA000000010223	LIVERPOOL, UL : 12028	1	1425/1500
TDRA000000003539	'S-GRAVENHAGE, KB : 133 E 1	1	1500/1550
TDRA000000011115	BRUGGE, SB : 328	1	14??/15??
TDRA000000007777	CARDROSS, SPC : 1	1	1490
TDRA000000015373	NEW YORK, PML : 260	1	1500/1525
TDRA000000005606	ANTWERPEN, ZHH : Rosel 3	2	1460
TDRA000000003277	'S-GRAVENHAGE, KB : 74 G 36	1	1495
TDRA000000001460	ENSCHEDE, RT : Inv. 291	2	1474/1500
TDRA000000007005	AMSTERDAM, BPH : ICN 13	1	1425/1475
TDRA000000003263	'S-GRAVENHAGE, KB : 76 F 16	1	
TDRA000000003262	'S-GRAVENHAGE, KB : 74 G 22	1	
TDRA000000009029	TONDEUR & SAUBERLICH (Leipzig) : Cat. 20 (1925) nr. 260	6	1470
TDRA000000007004	AMSTERDAM, BPH : ICN 11	1	1480/1490
TDRA000000007762	CAMBRIDGE, RH : R.H. 3	1	1475/1500
TDRA000000015366	BROOKLYN, LIHS : 13	1	14??
TDRA000000015372	NEW YORK, PML : 485	1	14??
TDRA000000003510	'S-GRAVENHAGE, KB : 133 F 17	26	1479
TDRA000000011114	BRUGGE, SB : 324	1	14??/15??
TDRA000000001461	ENSCHEDE, RT : Inv. 284	1	1475/1500
TDRA000000003276	'S-GRAVENHAGE, KB : 128 G 33	1	1500/1525
TDRA000000005607	ANTWERPEN, OLVC : s.o.	1	1500/1525
TDRA000000009015	VAN HEESEWIJK (Best) : z.s.	1	14??
TDRA000000011882	Olim SOTHEBY'S (Londen) : Cat. 1984-07-03, nr.89	7	1430/1450
TDRA000000004531	LONDEN, BL : Harley 7359	2	
TDRA000000014722	DARMSTADT, HLHB : 1835	1	1624
TDRA000000004257	CAMBRIDGE, FM : 6 G 7	1	1450
TDRA000000010222	LIVERPOOL, UL : 12023	1	1450/1500
TDRA000000006440	BRUSSEL, KB : 15659-61	120	1469
TDRA000000010236	MANCHESTER, JRL : Latin 466	1	1400/1425
TDRA000000002632	'S-GRAVENHAGE, KB : 135 E 12	1	1480/1490
TDRA000000002154	GREIFSWALD, UB : Theol. Oct. 8	7	1460
TDRA000000009001	Olim WARSCHAU, BN : Petersburg, 5.2.107 (verloren) ?	1	1450/1500
TDRA000000011896	Olim SOTHEBY'S (Londen) : Cat. 1989-06-19, nr.3016	1	1405/1410
TDRA000000009954	YORK, MINSTER : XVI.O.22	1	1300/1325
TDRA000000013918	Olim VAN DER LINDE : Cat. 1864, nr. 226	1	14??
TDRA000000015399	BALTIMORE, PI : 1	1	1492
TDRA000000004280	WEERT, GM : CMW 10	1	1500
TDRA000000013924	Olim VAN DER LINDE : Cat. 1864, nr. 233	1	14??
TDRA000000006497	BRUSSEL, KB : II 279	8	1530
TDRA000000011855	UPPSALA, UB : z.s.	1	14??
TDRA000000003289	'S-GRAVENHAGE, KB : 130 E 18	1	
TDRA000000005377	MÜNCHEN, BSB : Cgm 161	11	1475/1500
TDRA000000008653	NEW YORK, PML : M. 46	1	1420
TDRA000000000569	ROTTERDAM, GB : 96 E 20	10	1550
TDRA000000014508	Olim DEVROE EN STUBBE (Brussel) : nr. 665	1	1460/1480
TDRA000000013267	EDINBURGH, NLS : Adv. 18 8 9	1	14??
TDRA000000009559	AMSTERDAM, BPH : BPH 186	1	1505
TDRA000000005363	MÜNCHEN, BSB : Cgm 83	52	1430/1440
TDRA000000004733	DARMSTADT, HLHB : 978	16	1495
TDRA000000000555	ROTTERDAM, GB : 96 E 11	3	1475/1500
TDRA000000006124	MÜNSTER, UB : 784	1	1500
TDRA000000009217	CLEVELAND, MA : s.o.	1	1475/1500
TDRA000000004727	DARMSTADT, HLHB : 1888	8	1520
TDRA000000010975	ROTHSCHILD (Waddesdon Manor) : 26	1	1540
TDRA000000006871	PARIJS, BN : Nouv. acq. Lat. 215	1	
TDRA000000005388	MÜNCHEN, BSB : Cgm 864	95	1500
TDRA000000015831	Olim KONING (Amsterdam) : Cat. 1828, nr. 118	1	1446
TDRA000000010791	NEW YORK, PML : M. 399	1	1517/1518
TDRA000000000582	ROTTERDAM, GB : 96 F 4	14	1505
TDRA000000003935	BRUSSEL, KB : 19563	21	15??
TDRA000000015010	TORONTO, ROM : 11	1	14??
TDRA000000003672	BRUSSEL, KB : 2905-09	47	1400/1450
TDRA000000007414	OSS, GA : z.s.	4	1460
TDRA000000008041	ANTWERPEN, SA : K 1047	1	1562
TDRA000000006078	BLOOMINGTON, IU : Ricketts 133	1	1491
TDRA000000015004	MEERSBURG, DM : Hülshoff 5	1	1500
TDRA000000004109	BRUSSEL, KB : II 3431	1	
TDRA000000000347	NIJMEGEN, UB : 280	9	1450/1500
TDRA000000012743	KOPENHAGEN, KB : GKS 1612 Qu.	1	1450/1500
TDRA000000009363	BALTIMORE, WAG : W. 211	1	1440
TDRA000000000435	'S-GRAVENHAGE, MM : 10 F 41	14	1510
TDRA000000012031	Olim ANDRIEUX (Parijs) : Cat. 1932-11-19 nr. VII	1	1425/1475
TDRA000000003882	BRUSSEL, KB : 15087-90	6	1450
TDRA000000015038	Olim SCHINKEL ('s-Gravenhage) : Cat. 1864, nr. 18	1	14??
TDRA000000004135	BRUSSEL, KB : II 7619	1	1460
TDRA000000006722	LONDEN, VAM : Salting 4478	1	
TDRA000000009411	Olim BERÈS (Parijs) : Cat. 1981, nr. 5	1	1480/1490
TDRA000000003869	BRUSSEL, KB : 14718	2	15??
